Y (compra/vende),X1=precio,X2=puntos
1,31367.6,13
1,31128.8,15
1,30201.6,17
1,30097.8,11
1,29083.3,13
1,28403.4,12
1,26606.3,14
1,22448,11
1,22157.3,8
1,22577.9,7
1,20386.6,7
1,20444.6,9
1,18986.5,6
1,20577.2,6
1,20572.3,9
1,20720.4,9
1,19965.8,11
1,21100.7,11
1,21226.9,11
1,21489.9,14
1,21043.5,14
1,20730.2,12
1,20278,10
1,20111.3,13
1,19926.6,11
1,19262.9,11
1,19243.2,14
1,19309.9,11
1,20215.8,14
1,20200.6,19
1,20561.1,18
1,21637.8,18
1,21611.2,20
1,21587.5,24
1,20847.4,24
1,19963.2,22
1,19330.9,16
1,20250,15
1,20586,18
1,20825.1,15
1,21209.9,21
1,20785.6,24
0,22525.8,20
0,23410.2,30
0,23215.2,31
0,23153,34
0,22675.2,33
0,22460.4,31
0,22582.1,30
0,21301.9,30
0,21248.7,26
0,22958.3,28
0,23850,32
0,23774.3,39
0,23634.2,42
0,23303.4,39
0,23271.2,33
0,22988.6,31
0,22820.8,34
0,22612.1,30
0,23308.2,31
0,22944.2,31
0,23175.3,30
0,23816.3,30
0,23146.7,42
0,23962.9,31
0,23935.3,41
0,24398.7,42
0,24442.5,46
0,24302.8,47
0,24101.7,45
0,23856.8,44
0,23338,41
0,23203.6,30
0,20831.3,33
0,21138.9,29
0,21517.2,27
0,21416.3,29
1,21517.2,28
1,21365.2,25
0,21565.4,25
0,20249.9,27
0,20033.9,28
1,19550.2,28
0,20295.8,24
1,19792.6,27
1,20043.9,23
1,20126.1,20
1,19952.7,25
1,19831.4,21
1,19999.9,20
1,19793.1,23
1,18786.4,22
1,19281.5,24
1,19317.4,20
0,21365.2,22
0,21650.4,28
1,21834.9,26
0,22395.3,25
0,20175.5,34
0,20222.5,27
1,19701.7,28
1,19802.4,20
0,20113.5,22
1,19418.8,27
1,19538.9,21
1,18872.4,23
1,18489,23
1,19404,22
1,19293.5,20
1,18925.2,24
1,18803.2,24
1,19225.7,21
1,19081,20
1,19411,20
1,19593,22
1,19423,21
1,19311.9,20
1,19052.2,24
1,19628.3,24
1,20340.2,20
0,20157.5,25
1,19956.7,26
1,19531.3,23
1,19415,24
1,19441,22
1,19134.6,22
1,19059.1,24
1,19154.8,20
1,19379.8,20
1,19181.8,24
1,19068.7,24
1,19261.9,24
1,19548.2,20
1,19328.2,22
1,19123.9,23
1,19042.9,23
1,19162.6,23
1,19204.8,20
1,19571.2,23
1,19331.5,22
0,20082.7,20
0,20769.5,33
0,20292.9,32
0,20594.4,30
0,20809.8,34
0,20626.3,34
0,20496.3,31
0,20483.5,30
0,20154.4,30
0,20206.4,30
0,21145.9,30
0,21301.6,38
0,20916.3,40
0,20589,33
0,18527.4,31
1,15886.9,29
1,17589.1,22
1,17049.9,25
1,16795.2,21
1,16324.5,22
1,16613.7,24
1,16895.1,22
1,16540.5,23
1,16691.2,20
1,16638.3,23
1,16699.2,23
1,16286.7,24
1,15776.2,21
1,16212.9,22
1,16623.9,22
1,16601.2,20
1,16512.3,20
0,16456.5,22
0,16425.6,26
0,16211.7,28
0,16440.4,26
0,17163.9,29
0,16972,27
0,17093.6,27
0,16884.5,27
0,17112.6,26
1,16966.5,26
0,17089.3,25
1,16835.2,29
0,17225.7,25
0,17125.7,26
0,17127.2,27
0,17093.3,26
0,17210.4,27
0,17778.6,27
0,17796.4,30
0,17356.1,31
0,16629.6,29
0,16777.1,28
0,16741.1,26
0,16441.3,29
0,16902.8,29
0,16831.8,26
0,16820.6,28
0,16779.1,27
0,16837.2,29
0,16831.8,29
0,16918.1,28
0,16706.1,27
0,16546.2,28
0,16636.4,28
1,16607.2,28
0,16537.4,25
0,16618.4,26
0,16674.3,27
0,16674.2,26
0,16852.1,29
0,16829.8,29
1,16950.9,26
1,16943.6,25
1,17119,25
0,17180.1,25
0,17439.1,26
0,17942.3,26
0,18851.3,30
0,19927,31
0,20958.2,46
0,20879.8,52
0,21184.2,45
0,21137.1,51
0,20670.6,52
0,21081.2,45
0,22677.2,51
0,22775.7,53
0,22707.8,53
0,22915.5,50
0,22632.5,52
0,23055.1,51
0,23016,54
0,23074.6,55
0,23027.9,52
0,23753.1,55
0,22832.2,61
0,23125.1,51
0,23725.6,56
0,23427.6,60
0,23431.2,60
0,23323.8,58
0,22936,58
0,22761.8,56
0,23251.7,54
0,22964.6,58
0,21792.5,55
0,21635,48
0,21859.8,49
0,21786.8,50
0,21772.6,48
0,22198.5,50
0,24327.9,53
0,23539.6,62
0,24573.5,61
0,24631.4,60
0,24302.9,60
0,24839.5,58
0,24450.7,60
0,24186.6,59
0,23936.3,56
0,23191.5,53
0,23166.1,52
0,23558.7,51
0,23494.1,50
0,23130.5,53
0,23642.2,50
0,23465.4,51
0,22354.4,50
0,22347.1,50
0,22428.3,47
0,22410,48
0,22197.8,49
0,21710.8,50
0,20361.8,44
0,20156.7,34
0,20467.5,33
0,21994.8,33
0,24114.4,49
0,24699.7,56
0,24282.7,50
0,25004.1,52
0,27391.8,51
0,26914.5,64
0,27958.7,63
0,27720.5,66
0,28114,68
0,27261.7,62
0,28310.7,57
0,27462.2,61
0,27475.6,64
0,27973.5,64
0,27129.8,64
0,27262.2,59
0,28350.4,57
0,28029.5,60
0,28473.7,63
0,28456.1,61
0,28198.3,63
0,27802.1,63
0,28164.4,62
0,28173.5,62
0,28036.7,63
0,27910.4,64
0,27941.2,61
0,28326.6,61
0,29641,62
0,30209.6,68
0,29886.4,65
0,30387.4,61
0,30472.5,68
0,30299.6,68
0,30310.3,68
0,29434.9,69
0,30382.2,58
0,28813.7,63
0,28240.5,52
0,27264.8,50
0,27813.9,53
0,27591.4,56
0,27509.3,53
0,28298.8,53
0,28424.6,56
0,29475.9,59
0,29321.8,64
0,29234.1,64
0,29252.1,60
0,28077.6,63
0,28669.1,55
0,29023.6,64
0,28842.1,64
0,29513.2,61
0,28857.1,60
0,28424.8,64
0,27670.5,60
0,27634.9,51
0,27603.3,52
0,26983.5,52
0,26799.2,49
0,26777.5,48
0,26920,48
0,27183.9,50
0,27035.3,54
0,27403.1,50
0,26828,51
0,26882.9,48
0,27116.2,48
0,26749.9,52
0,26847.3,49
0,27220.7,50
0,26328.4,50
0,26475.8,51
0,26711.5,49
0,26857.5,48
0,28071.2,50
0,27739.4,52
0,27698.2,51
0,27216.1,51
0,26819,52
0,27244.7,50
0,27072,53
0,27122.3,52
0,25747.4,53
0,27230.2,44
0,26342.5,53
0,26501.1,50
0,26479.3,50
0,25844,49
0,25928.4,47
0,25906.8,47
0,25929.4,45
0,25129.5,46
0,25591.3,41
0,26341.3,47
0,26515,47
0,26339.7,49
0,26845.9,47
0,28307.7,49
0,29996.9,59
0,29890.5,65
0,30679.4,65
0,30533.6,62
0,30465.3,64
0,30267,55
0,30689.1,59
0,30078.6,62
0,30445.7,54
0,30472.9,56
0,30586.8,59
0,30617.7,63
0,31151.3,62
0,30768.4,64
0,30512.8,61
0,29913.1,56
0,30346.4,55
0,30288.8,58
0,30166.9,55
0,30415.3,56
0,30623.3,57
0,30387.3,64
0,31466.1,57
0,30317.4,60
0,30291.4,56
0,30235.5,57
0,30139.7,54
0,29866.8,56
0,29909.7,50
0,29801,56
0,29903.1,50
0,29788.9,52
0,30085.9,54
0,29178.1,55
0,29228.6,50
0,29352.2,51
0,29222.7,51
0,29315,52
0,29353.5,52
0,29281.7,52
0,29232.4,50
0,29712.2,53
0,29173.7,53
0,29189.3,52
0,29105.5,54
0,29068.1,50
0,29081.3,49
0,29204.2,49
0,29777.4,54
0,29578,50
0,29449,53
0,29420.8,51
0,29428.2,54
0,29300.1,54
0,29426.7,50
0,29195.3,53
0,28726.3,52
0,26635.7,50
0,26053.2,37
0,26099.4,39
0,26190.8,37
0,26126,38
0,26039.9,37
0,26436.2,37
0,26177,41
0,26057.2,39
0,26017.1,38
0,26100.6,38
0,26118.9,39
0,27723.9,39
0,27298.8,49
0,25937.3,52
0,25803.2,40
0,25869.7,39
0,25971,40
0,25823.3,40
0,25790.2,40
0,25758,42
0,26249.8,41
0,25909.5,46
0,25901.1,41
0,25840.2,40
0,25166.4,40
0,25834.5,30
0,26223,41
0,26524.7,45
0,26601,45
0,26562,43
0,26529.1,46
0,26763.5,46
0,27209.2,46
0,27125,47
0,26570,47
0,26581.9,43
0,26579.2,47
0,26251.5,44
0,26302.7,47
0,26218.9,46
0,26366.1,44
0,27022.6,46
0,26909.8,48
0,26962.7,47
0,27974.5,48
0,27505.3,50
0,27428.4,50
0,27790.9,49
0,27410.3,48
0,27936.9,50
0,27961.1,49
0,27922.7,50
0,27581.4,50
0,27391,50
0,26876.6,47
0,26761.1,45
0,26863.5,44
0,26852.8,47
0,27161.2,45
0,28509.7,47
0,28403.6,52
0,28321.7,50
0,28723,52
0,29674.5,53
0,29912.9,63
0,29984.2,53
0,33041.8,53
0,33917,66
0,34496.8,72
0,34153.7,71
0,33901.8,70
0,34082.6,65
0,34526.7,72
0,34477.9,68
0,34650.6,66
0,35423.8,66
0,34931.4,72
0,34718.7,65
0,35065.8,68
0,35019.4,70
0,35042,74
0,35426.1,68
0,35636.9,66
0,36700.5,69
0,37303,70
0,37150.5,70
0,37064.4,73
0,36478.3,72
0,35549.3,69
0,37874.9,60
0,36161.2,70
